Protein Name,ChEMBL ID
Taste receptor type 2 member 7,CHEMBL4523472
Taste receptor type 2 member 5,CHEMBL4523473
Taste receptor type 2 member 3,CHEMBL4523474
Taste receptor type 2 member 1,CHEMBL4523475
Myoferlin,CHEMBL4523476
Rho guanine nucleotide exchange factor 12,CHEMBL4523477
C5a anaphylatoxin chemotactic receptor 2,CHEMBL4523478
Klotho,CHEMBL4523485
Hydroxyproline dehydrogenase,CHEMBL4523486
DNA dC->dU-editing enzyme APOBEC-3B,CHEMBL4523487
Inositol hexakisphosphate kinase 2,CHEMBL4523488
G patch domain-containing protein 8,CHEMBL4523489
Phosphatidylcholine transfer protein,CHEMBL4523490
Frizzled-4,CHEMBL4523491
Frizzled-10,CHEMBL4523492
Fizzy-related protein homolog,CHEMBL4523493
7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,CHEMBL4523494
Cytosolic carboxypeptidase 1,CHEMBL4523495
Exonuclease 1,CHEMBL4523496
Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,CHEMBL4523504
Voltage-dependent anion-selective channel protein 3,CHEMBL4523505
START domain-containing protein 10,CHEMBL4523506
Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,CHEMBL4523507
Ubiquitin carboxyl-terminal hydrolase 15,CHEMBL4523508
Spindlin-1,CHEMBL4523509
Cholesterol 24-hydroxylase,CHEMBL4523510
Mitochondrial carrier homolog 2,CHEMBL4523511
"Sulfide:quinone oxidoreductase, mitochondrial",CHEMBL4523512
Zinc transporter ZIP6,CHEMBL4523581
Lymphocyte antigen 6E,CHEMBL4523584
E3 ubiquitin ligase TRAF3IP2,CHEMBL4523586
Tumor necrosis factor receptor superfamily member 17,CHEMBL4523587
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,CHEMBL4523593
Laminin subunit alpha-1,CHEMBL4523594
DNA ligase 4,CHEMBL4523595
Ubiquitin-40S ribosomal protein S27a,CHEMBL4523597
Cullin-4A,CHEMBL4523598
G-protein coupled receptor 3,CHEMBL4523856
Mas-related G-protein coupled receptor MRG,CHEMBL4523857
Probable G-protein coupled receptor 25,CHEMBL4523858
"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor",CHEMBL4523859
Probable G-protein coupled receptor 171,CHEMBL4523860
Probable G-protein coupled receptor 75,CHEMBL4523861
Prosaposin receptor GPR37,CHEMBL4523862
Probable G-protein coupled receptor 32,CHEMBL4523863
Neuropeptides B/W receptor type 2,CHEMBL4523864
Adhesion G protein-coupled receptor E5,CHEMBL4523865
G-protein coupled receptor 15,CHEMBL4523866
G-protein coupled receptor 143,CHEMBL4523867
Probable G-protein coupled receptor 85,CHEMBL4523868
G-protein coupled receptor 176,CHEMBL4523869
Probable G-protein coupled receptor 19,CHEMBL4523870
Probable G-protein coupled receptor 162,CHEMBL4523871
Adhesion G-protein coupled receptor F1,CHEMBL4523872
G-protein coupled receptor family C group 6 member A,CHEMBL4523873
Probable G-protein coupled receptor 158,CHEMBL4523874
G-protein coupled receptor 157,CHEMBL4523875
Probable G-protein coupled receptor 153,CHEMBL4523876
Adhesion G-protein coupled receptor D1,CHEMBL4523877
Opsin-5,CHEMBL4523878
Probable G-protein coupled receptor 141,CHEMBL4523879
Adhesion G-protein coupled receptor D2,CHEMBL4523880
Mas-related G-protein coupled receptor member G,CHEMBL4523881
Mas-related G-protein coupled receptor member E,CHEMBL4523882
Probable G-protein coupled receptor 149,CHEMBL4523883
Adhesion G-protein coupled receptor G6,CHEMBL4523884
Adhesion G protein-coupled receptor A1,CHEMBL4523885
P2Y purinoceptor 8,CHEMBL4523886
Adhesion G protein-coupled receptor A3,CHEMBL4523887
Adhesion G protein-coupled receptor F5,CHEMBL4523888
Adhesion G protein-coupled receptor F4,CHEMBL4523889
Adhesion G-protein coupled receptor G5,CHEMBL4523890
Adhesion G-protein coupled receptor F3,CHEMBL4523891
Adhesion G-protein coupled receptor F2,CHEMBL4523892
Adhesion G-protein coupled receptor G2,CHEMBL4523893
G-protein coupled receptor 161,CHEMBL4523894
G-protein coupled receptor 26,CHEMBL4523895
Retinoic acid-induced protein 3,CHEMBL4523896
Probable G-protein coupled receptor 156,CHEMBL4523897
Probable G-protein coupled receptor 150,CHEMBL4523898
Mas-related G-protein coupled receptor member D,CHEMBL4523899
Probable G-protein coupled receptor 152,CHEMBL4523900
Probable G-protein coupled receptor 148,CHEMBL4523901
Trace amine-associated receptor 8,CHEMBL4523902
Mas-related G-protein coupled receptor member F,CHEMBL4523903
Probable G-protein coupled receptor 146,CHEMBL4523904
Mas-related G-protein coupled receptor member X3,CHEMBL4523905
Probable G-protein coupled receptor 101,CHEMBL4523906
Probable G-protein coupled receptor 82,CHEMBL4523907
G-protein coupled receptor 78,CHEMBL4523908
Adhesion G protein-coupled receptor A2,CHEMBL4523909
Trace amine-associated receptor 6,CHEMBL4523910
Trace amine-associated receptor 9,CHEMBL4523911
G-protein coupled receptor 20,CHEMBL4523912
Probable G-protein coupled receptor 21,CHEMBL4523913
G-protein coupled receptor 22,CHEMBL4523914
G-protein coupled receptor 87,CHEMBL4523915
Probable G-protein coupled receptor 63,CHEMBL4523916
G-protein coupled receptor 62,CHEMBL4523917
G-protein coupled receptor 61,CHEMBL4523918
Opsin-3,CHEMBL4523919
Adhesion G protein-coupled receptor L4,CHEMBL4523920
G-protein coupled receptor family C group 5 member C,CHEMBL4523921
Probable G-protein coupled receptor 173,CHEMBL4523922
Probable G-protein coupled receptor 27,CHEMBL4523923
Probable G-protein coupled receptor 83,CHEMBL4523924
G-protein coupled receptor family C group 5 member D,CHEMBL4523925
G-protein coupled receptor family C group 5 member B,CHEMBL4523926
Trace amine-associated receptor 2,CHEMBL4523927
Probable G-protein coupled receptor 45,CHEMBL4523928
Adhesion G-protein coupled receptor G1,CHEMBL4523929
Mitotic spindle assembly checkpoint protein MAD2B,CHEMBL4524021
Translin-associated protein X,CHEMBL4524025
Guanine nucleotide exchange factor DBS,CHEMBL4524032
"Aspartate aminotransferase, mitochondrial",CHEMBL4524033
Serine/threonine-protein kinase H1,CHEMBL4524035
Son of sevenless homolog 2,CHEMBL4524041
Tribbles homolog 1,CHEMBL4524042
Mucolipin-1,CHEMBL4524043
Ubiquitin carboxyl-terminal hydrolase 27,CHEMBL4630801
Interferon-inducible protein AIM2,CHEMBL4630802
Cystinosin,CHEMBL4630803
Protein phosphatase 1 regulatory subunit 15A,CHEMBL4630805
Mitofusin-2,CHEMBL4630807
Thrombospondin-1,CHEMBL4630810
DNA replication licensing factor MCM3,CHEMBL4630813
DNA replication licensing factor MCM5,CHEMBL4630815
DNA replication licensing factor MCM7,CHEMBL4630816
Ubiquitin carboxyl-terminal hydrolase 6,CHEMBL4630817
Sterol regulatory element-binding protein 1,CHEMBL4630818
N-alpha-acetyltransferase 10,CHEMBL4630819
Ubiquitin carboxyl-terminal hydrolase 11,CHEMBL4630820
Protein fosB,CHEMBL4630821
6-pyruvoyl tetrahydrobiopterin synthase,CHEMBL4630823
AP-1 complex subunit beta-1,CHEMBL4630824
Josephin-1,CHEMBL4630825
Homeobox protein SIX1,CHEMBL4630826
B-cell CLL/lymphoma 7 protein family member A,CHEMBL4630829
Protein phosphatase 1 regulatory subunit 15B,CHEMBL4630830
OTU domain-containing protein 3,CHEMBL4630831
OTU domain-containing protein 1,CHEMBL4630832
Ubiquitin thioesterase OTU1,CHEMBL4630833
Alpha N-terminal protein methyltransferase 1B,CHEMBL4630834
Protein GPR107,CHEMBL4630835
BTB/POZ domain-containing protein KCTD11,CHEMBL4630837
OTU domain-containing protein 7B,CHEMBL4630838
N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,CHEMBL4630839
Thioredoxin domain-containing protein 11,CHEMBL4630840
Ubiquitin carboxyl-terminal hydrolase 45,CHEMBL4630841
OTU domain-containing protein 6A,CHEMBL4630842
Deubiquitinase OTUD6B,CHEMBL4630843
Josephin-2,CHEMBL4630845
Ubiquitin thioesterase OTUB2,CHEMBL4630847
AMSH-like protease,CHEMBL4630848
Deubiquitinating protein VCPIP1,CHEMBL4630849
Phospholipase A and acyltransferase 5,CHEMBL4630850
"5-demethoxyubiquinone hydroxylase, mitochondrial",CHEMBL4630851
B-cell CLL/lymphoma 7 protein family member B,CHEMBL4630852
N-alpha-acetyltransferase 50,CHEMBL4630854
Ataxin-3-like protein,CHEMBL4630855
N-alpha-acetyltransferase 60,CHEMBL4630856
NLR family CARD domain-containing protein 4,CHEMBL4630857
Ubiquitin carboxyl-terminal hydrolase CYLD,CHEMBL4630858
Sialin,CHEMBL4630859
Phospholipase A and acyltransferase 2,CHEMBL4630860
Ubiquitin carboxyl-terminal hydrolase 36,CHEMBL4630861
Ubiquitin carboxyl-terminal hydrolase 35,CHEMBL4630862
Mortality factor 4-like protein 1,CHEMBL4630863
Phospholipase A and acyltransferase 4,CHEMBL4630864
Ubiquitin carboxyl-terminal hydrolase 16,CHEMBL4630865
Interferon beta,CHEMBL4630876
Sialic acid-binding Ig-like lectin 8,CHEMBL4630877
T-cell immunoreceptor with Ig and ITIM domains,CHEMBL4630878
Hepatitis A virus cellular receptor 2,CHEMBL4630879
Interleukin-17F,CHEMBL4630880
Lymphocyte activation gene 3 protein,CHEMBL4630881
Tumor necrosis factor receptor superfamily member 13C,CHEMBL4630882
Fractalkine,CHEMBL4630883
Prolow-density lipoprotein receptor-related protein 1,CHEMBL4630884
Oncostatin-M-specific receptor subunit beta,CHEMBL4630885
Repulsive guidance molecule A,CHEMBL4630886
Semaphorin-4D,CHEMBL4630887
Delta-like protein 3,CHEMBL4630888
Glypican-3,CHEMBL4630889
Interleukin-33,CHEMBL4630890
Platelet glycoprotein Ib alpha chain,CHEMBL4630891
NKG2-A/NKG2-B type II integral membrane protein,CHEMBL4630892
Interleukin-31 receptor subunit alpha,CHEMBL4630894
Killer cell immunoglobulin-like receptor 3DL2,CHEMBL4630895
Protransforming growth factor alpha,CHEMBL4662938
Proepiregulin,CHEMBL4662939
Low affinity immunoglobulin gamma Fc region receptor II-b,CHEMBL4662940
Melanoma-associated antigen 3,CHEMBL4662941
Wilms tumor protein,CHEMBL4662942
Syncytin-1,CHEMBL4662944
DNA-directed RNA polymerase III subunit RPC1,CHEMBL4665582
CD166 antigen,CHEMBL4665584
Inactive tyrosine-protein kinase transmembrane receptor ROR1,CHEMBL4665585
Interleukin-21,CHEMBL4665586
Apolipoprotein L1,CHEMBL4680021
Long-chain-fatty-acid--CoA ligase 4,CHEMBL4680022
Fatty acid CoA ligase Acsl3,CHEMBL4680023
Gap junction alpha-1 protein,CHEMBL4680024
Cyclin-dependent kinase inhibitor 2A,CHEMBL4680027
Aspartyl/asparaginyl beta-hydroxylase,CHEMBL4680030
RNA-binding protein 39,CHEMBL4680031
Terminal nucleotidyltransferase 4A,CHEMBL4680033
Terminal nucleotidyltransferase 4B,CHEMBL4680036
Splicing factor 45,CHEMBL4680038
Mitochondrial 2-oxodicarboxylate carrier,CHEMBL4680040
Long-chain-fatty-acid--CoA ligase 6,CHEMBL4680042
Protein argonaute-2,CHEMBL4680043
Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),CHEMBL4680044
Syntenin-1,CHEMBL4739667
Erlin-2,CHEMBL4739672
RNA cytosine C(5)-methyltransferase NSUN2,CHEMBL4739683
DNA-binding protein Ikaros,CHEMBL4739685
Na(+)/H(+) exchange regulatory cofactor NHE-RF2,CHEMBL4739686
Potassium channel subfamily T member 1,CHEMBL4739688
Potassium channel subfamily T member 2,CHEMBL4739693
N6-adenosine-methyltransferase catalytic subunit,CHEMBL4739695
Thioredoxin domain-containing protein 5,CHEMBL4739698
Fibroblast growth factor 14,CHEMBL4739699
"Methionine--tRNA ligase, mitochondrial",CHEMBL4739700
E3 ubiquitin-protein ligase ZFP91,CHEMBL4739701
La-related protein 6,CHEMBL4739702
UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,CHEMBL4739704
Dedicator of cytokinesis protein 5,CHEMBL4739705
Zinc finger protein Aiolos,CHEMBL4739707
Insulin-induced gene 1 protein,CHEMBL4739841
Pantetheinase,CHEMBL4739843
Immunoglobulin lambda variable 6-57,CHEMBL4739844
DNA mismatch repair protein Msh6,CHEMBL4739849
Forkhead box protein M1,CHEMBL4739852
Protein disulfide-isomerase A2,CHEMBL4739853
Zinc finger MYND domain-containing protein 11,CHEMBL4739854
2-hydroxyacylsphingosine 1-beta-galactosyltransferase,CHEMBL4739855
Interferon-induced helicase C domain-containing protein 1,CHEMBL4739862
Zinc finger CW-type PWWP domain protein 1,CHEMBL4739863
Sentrin-specific protease 5,CHEMBL4802012
"Serine/threonine-protein phosphatase PGAM5, mitochondrial",CHEMBL4802013
28S rRNA (cytosine-C(5))-methyltransferase,CHEMBL4802014
Synaptic vesicle membrane protein VAT-1 homolog,CHEMBL4802015
Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,CHEMBL4802016
NmrA-like family domain-containing protein 1,CHEMBL4802017
AFG3-like protein 2,CHEMBL4802020
Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,CHEMBL4802064
Biotinidase,CHEMBL4802066
Filamin-A,CHEMBL4804243
Myristoylated alanine-rich C-kinase substrate,CHEMBL4804244
Ephrin-B2,CHEMBL4804245
Leukocyte immunoglobulin-like receptor subfamily A member 4,CHEMBL4804246
Growth arrest-specific protein 6,CHEMBL4804247
Cancer/testis antigen 1,CHEMBL4804257
Lymphocyte antigen 75,CHEMBL4804258
Homeobox protein Meis1,CHEMBL4879409
"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",CHEMBL4879410
Methylcytosine dioxygenase TET3,CHEMBL4879414
Gamma-aminobutyric acid receptor-associated protein,CHEMBL4879423
Protein Wiz,CHEMBL4879424
Gap junction beta-1 protein,CHEMBL4879427
Complement decay-accelerating factor,CHEMBL4879428
Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,CHEMBL4879430
Putative alpha-1-antitrypsin-related protein,CHEMBL4879431
Proteasome subunit alpha type-1,CHEMBL4879432
Proteasome subunit beta type-4,CHEMBL4879435
"Lon protease homolog, mitochondrial",CHEMBL4879436
Serine/threonine-protein kinase 19,CHEMBL4879437
Stanniocalcin-1,CHEMBL4879441
Paired mesoderm homeobox protein 1,CHEMBL4879442
Gamma-aminobutyric acid receptor-associated protein-like 2,CHEMBL4879445
Ras-related protein R-Ras2,CHEMBL4879446
Coxsackievirus and adenovirus receptor,CHEMBL4879448
Sterol regulatory element-binding protein cleavage-activating protein,CHEMBL4879458
E3 ubiquitin-protein ligase CBL-B,CHEMBL4879459
Fatty acid 2-hydroxylase,CHEMBL4879483
F-box only protein 11,CHEMBL4879484
Extracellular serine/threonine protein kinase FAM20C,CHEMBL4879492
Mucolipin-2,CHEMBL4879493
5'-3' exonuclease PLD4,CHEMBL4879501
Proline-rich acidic protein 1,CHEMBL4879502
Calcium and integrin-binding protein 1,CHEMBL4879503
Microtubule-associated proteins 1A/1B light chain 3C,CHEMBL4879505
Microtubule-associated proteins 1A/1B light chain 3B,CHEMBL4879514
Gamma-aminobutyric acid receptor-associated protein-like 1,CHEMBL4879515
"Presenilins-associated rhomboid-like protein, mitochondrial",CHEMBL4879516
Cobalamin trafficking protein CblD,CHEMBL4879517
Microtubule-associated proteins 1A/1B light chain 3A,CHEMBL4879518
Myoneurin,CHEMBL5069362
Zinc finger and BTB domain-containing protein 11,CHEMBL5069363
Transcription regulator protein BACH2,CHEMBL5069364
Zinc finger and BTB domain-containing protein 9,CHEMBL5069365
Telomere zinc finger-associated protein,CHEMBL5069366
Zinc finger and BTB domain-containing protein 44,CHEMBL5069367
Zinc finger and BTB domain-containing protein 21,CHEMBL5069368
Zinc finger and BTB domain-containing protein 43,CHEMBL5069369
Zinc finger and BTB domain-containing protein 1,CHEMBL5069370
Zinc finger and BTB domain-containing protein 24,CHEMBL5069371
Zinc finger and BTB domain-containing protein 10,CHEMBL5069372
Zinc finger and BTB domain-containing protein 2,CHEMBL5069373
Zinc finger and BTB domain-containing protein 17,CHEMBL5069374
Zinc finger and BTB domain-containing protein 7A,CHEMBL5069375
Transcriptional regulator Kaiso,CHEMBL5069376
Zinc finger and BTB domain-containing protein 14,CHEMBL5069377
Zinc finger and BTB domain-containing protein 40,CHEMBL5069378
Protein archease,CHEMBL5069379
Zinc finger protein 131,CHEMBL5069380
Immunity-related GTPase family M protein,CHEMBL5169093
Elongation of very long chain fatty acids protein 7,CHEMBL5169094
Nibrin,CHEMBL5169101
Peripheral-type benzodiazepine receptor-associated protein 1,CHEMBL5169104
Oxytocin-neurophysin 1,CHEMBL5169107
Collagen alpha-1(II) chain,CHEMBL5169108
Inhibin alpha chain,CHEMBL5169109
Bisphosphoglycerate mutase,CHEMBL5169112
V-set and immunoglobulin domain-containing protein 8,CHEMBL5169113
"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",CHEMBL5169114
Transcriptional activator Myb,CHEMBL5169115
Alanine--glyoxylate aminotransferase,CHEMBL5169121
B-cell differentiation antigen CD72,CHEMBL5169122
Rab proteins geranylgeranyltransferase component A 1,CHEMBL5169124
Calmodulin-like protein 3,CHEMBL5169127
Coronin-1A,CHEMBL5169128
Neural cell adhesion molecule L1,CHEMBL5169129
Heat shock 70 kDa protein 4,CHEMBL5169130
Alpha-L-iduronidase,CHEMBL5169131
RNA-binding protein FXR2,CHEMBL5169136
Gem-associated protein 4,CHEMBL5169137
S-adenosylmethionine synthase isoform type-1,CHEMBL5169142
Heat shock 70 kDa protein 14,CHEMBL5169146
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,CHEMBL5169147
Serine/arginine-rich splicing factor 6,CHEMBL5169149
Protein patched homolog 1,CHEMBL5169150
Nucleic acid dioxygenase ALKBH1,CHEMBL5169151
Kita-kyushu lung cancer antigen 1,CHEMBL5169155
Palmitoyltransferase ZDHHC20,CHEMBL5169156
DNA oxidative demethylase ALKBH2,CHEMBL5169164
F-box/LRR-repeat protein 19,CHEMBL5169165
Lysocardiolipin acyltransferase 1,CHEMBL5169167
Mediator of RNA polymerase II transcription subunit 25,CHEMBL5169169
CXXC-type zinc finger protein 5,CHEMBL5169170
Kinesin-like protein KIF21A,CHEMBL5169171
YTH domain-containing family protein 3,CHEMBL5169172
Glucose-induced degradation protein 4 homolog,CHEMBL5169174
E3 ubiquitin-protein ligase RNF168,CHEMBL5169175
tRNA (cytosine(72)-C(5))-methyltransferase NSUN6,CHEMBL5169179
Hexosaminidase D,CHEMBL5169180
Cysteine protease ATG4A,CHEMBL5169181
Piezo-type mechanosensitive ion channel component 1,CHEMBL5169186
YTH domain-containing protein 1,CHEMBL5169187
Parkinson disease protein 7,CHEMBL5169188
Dehydrogenase/reductase SDR family member 6,CHEMBL5169190
Lysine-specific demethylase 5D,CHEMBL5169191
YTH domain-containing family protein 1,CHEMBL5169192
Elongation of very long chain fatty acids protein 4,CHEMBL5169195
Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,CHEMBL5169196
CXXC-type zinc finger protein 4,CHEMBL5169197
14 kDa phosphohistidine phosphatase,CHEMBL5169200
CXXC-type zinc finger protein 1,CHEMBL5169201
Spastin,CHEMBL5169203
Palmitoyltransferase ZDHHC2,CHEMBL5169204
Actin-binding protein WASF3,CHEMBL5169205
E3 ubiquitin-protein ligase RNF114,CHEMBL5169207
Sodium/hydrogen exchanger 9B2,CHEMBL5209631
Solute carrier family 23 member 1,CHEMBL5209632
Cationic amino acid transporter 3,CHEMBL5209633
Sodium- and chloride-dependent creatine transporter 1,CHEMBL5209634
Sodium/potassium/calcium exchanger 2,CHEMBL5209635
Sodium/potassium/calcium exchanger 4,CHEMBL5209636
Flotillin-1,CHEMBL5209841
Promotilin,CHEMBL5214853
PR domain zinc finger protein 12,CHEMBL5214854
Histone-lysine N-methyltransferase PRDM16,CHEMBL5214855
PR domain zinc finger protein 14,CHEMBL5214856
PR domain-containing protein 11,CHEMBL5214857
Putative histone-lysine N-methyltransferase PRDM6,CHEMBL5214858
PR domain zinc finger protein 13,CHEMBL5214859
PR domain zinc finger protein 1,CHEMBL5214860
Histone-lysine N-methyltransferase PRDM7,CHEMBL5214861
PR domain zinc finger protein 2,CHEMBL5214862
PR domain zinc finger protein 10,CHEMBL5214863
